0,0,4043.2299466586974,4043.2299466586974,4043.2299466586974,0.0,0.0,0.0,2.8212865193684895e-05,2.8212865193684895e-05,2.8212865193684895e-05,0.0,22.444444444444443,22.444444444444443,22.444444444444443,0.0,0.0
0,40,2092.027222019342,2092.027222019342,2092.027222019342,40.0,40.0,40.0,787.0995162063175,787.0995162063175,787.0995162063175,4.888888888888889,17.88888888888889,17.88888888888889,17.88888888888889,99.72222222222223,0.2777777777777778
0,160,1601.2626349339776,1601.2626349339776,1601.2626349339776,98.11111111111111,98.11111111111111,98.11111111111111,1993.1876672903697,1993.1876672903697,1993.1876672903697,8.11111111111111,14.444444444444445,14.444444444444445,14.444444444444445,98.06573333333333,1.9342666666666668
0,640,1568.8831997041868,1568.8831997041868,1568.8831997041868,98.77777777777777,98.77777777777777,98.77777777777777,2033.7659074200524,2033.7659074200524,2033.7659074200524,8.444444444444445,14.333333333333334,14.333333333333334,14.333333333333334,98.09728888888888,1.9027111111111112
4,0,3920.8565528003996,3920.8565528003996,3920.8565528003996,0.0,0.0,0.0,3.2212999131944445e-05,3.2212999131944445e-05,3.2212999131944445e-05,0.0,22.333333333333332,22.333333333333332,22.333333333333332,0.0,0.0
4,40,2126.2171082283216,2126.2171082283216,2126.2171082283216,40.0,40.0,40.0,800.5521742767758,800.5521742767758,800.5521742767758,4.666666666666667,18.333333333333332,18.333333333333332,18.333333333333332,99.44444444444444,0.5555555555555556
4,160,1589.3725113359915,1589.3725113359915,1589.3725113359915,102.55555555555556,102.55555555555556,102.55555555555556,2133.5913789537217,2133.5913789537217,2133.5913789537217,8.11111111111111,14.555555555555555,14.555555555555555,14.555555555555555,96.85893333333334,3.1410666666666667
4,640,1558.7567121332022,1558.7567121332022,1558.7567121332022,113.88888888888889,113.88888888888889,113.88888888888889,2280.526096953286,2280.526096953286,2280.526096953286,8.88888888888889,14.11111111111111,14.11111111111111,14.11111111111111,97.4689,2.5311
16,0,3945.6148981323795,3945.6148981323795,3945.6148981323795,0.0,0.0,0.0,3.070301479763455e-05,3.070301479763455e-05,3.070301479763455e-05,0.0,22.555555555555557,22.555555555555557,22.555555555555557,0.0,0.0
16,40,2099.3350633098826,2099.3350633098826,2099.3350633098826,40.0,40.0,40.0,751.0595710542467,751.0595710542467,751.0595710542467,5.111111111111111,17.666666666666668,17.666666666666668,17.666666666666668,100.0,0.0
16,160,1535.0608592838253,1535.0608592838253,1535.0608592838253,153.44444444444446,153.44444444444446,153.44444444444446,3351.6808133920035,3351.6808133920035,3351.6808133920035,8.88888888888889,13.777777777777779,13.777777777777779,13.777777777777779,92.30594444444444,7.694055555555555
16,640,1516.765962728086,1516.765962728086,1516.765962728086,364.44444444444446,364.44444444444446,364.44444444444446,8505.70042096244,8505.70042096244,8505.70042096244,8.777777777777779,14.11111111111111,14.11111111111111,14.11111111111111,88.82300000000001,11.177
64,0,3886.481111880994,3886.481111880994,3886.481111880994,0.0,0.0,0.0,2.9722849527994793e-05,2.9722849527994793e-05,2.9722849527994793e-05,0.0,22.22222222222222,22.22222222222222,22.22222222222222,0.0,0.0
64,40,2114.7853678474517,2114.7853678474517,2114.7853678474517,40.0,40.0,40.0,847.1801054212782,847.1801054212782,847.1801054212782,5.0,17.77777777777778,17.77777777777778,17.77777777777778,99.16666666666667,0.8333333333333334
64,160,1564.0041351713382,1564.0041351713382,1564.0041351713382,160.0,160.0,160.0,3497.7440185281966,3497.7440185281966,3497.7440185281966,7.777777777777778,13.88888888888889,13.88888888888889,13.88888888888889,90.48611111111111,9.51388888888889
64,640,1557.4785743472903,1557.4785743472903,1557.4785743472903,585.8888888888889,585.8888888888889,585.8888888888889,14048.66038942337,14048.66038942337,14048.66038942337,8.0,14.11111111111111,14.11111111111111,14.11111111111111,75.07194444444445,24.928055555555556